Names,Meanings,Sentences,Collocations,Tags,Pronunciations,Level,Name
blindly,盲目的に,He wanted to decide for himself instead of blindly following his parents' advice.,,意見,,,blindly
attribute A to B,〜は〜が原因と思う,"*I attribute our low wages to the government. They haven't taken a proper measure.
Many people attribute global warming to CO2 emissions. 多くの人々は地球温暖化は二酸化炭素の排出の結果であると考えている",,"意見, 論理",,,attribute A to B
as far as I could imagine,私の想像できる限りでは,,,意見,,,as far as I could imagine
apart from A,〜だけでなく、〜以外に,"Apart from being a teachear, I'm also a writer.",,意見,,,apart from A
A can be roughly divided into X types.,〜を大きく分けると〜種類になります,,,意見,,,A can be roughly divided into X types.
back to back,連続で,I watched two Disney moveis back to back yesterday. The second one was a real tear-jerker. 昨日はディズニー映画を2日連続で観たんだ。2本目は本当に泣けたよ,,論理,,,back to back
all[other] things being equal,全ての条件が同じなら,"All things being equal, I prefer this blue car. 全ての条件が同じなら、この青の車がいい",,論理,,,all[other] things being equal
up to A,最大〜まで,I heard Uniqlo is having a big sale this weekend. Everything is supposed to be up to 75% off. 今週末、ユニクロが大セールをするんだって。全商品、最大75%オフになるらしいよ,,論理,,,up to A
"steep
steeply
steepness
steepen","険しい、急な、値段が高すぎる
急に、急激に
険しさ、急勾配
険しくなる、急勾配にさせる",,,論理,,,steep
slump,沈み込む、下降する、前屈みになる、沈むこと、下降、落ち込み,"The value of property has slumped.
Car sales have slumped dramatically over the past year.",,論理,,,slump
ratio,割合,,,論理,,,ratio
overtake,追い抜く、襲う,"Nuclear energy may overtake oil as the main fuel.
We are going to be overtaken by the competitors if we don't improve.
*The sales of D in the automation field has overtaken M in 2002.",,論理,,,overtake
overlap,重ね合わせる、重なり合う、重複する,"I made a cool song by overlapping different audio files with each other.
Although our job titles are different, our responsibilities overlap a lot.
Baseball season overlaps the football season in September.",,論理,,,overlap
one-sided,一方的な,,,論理,,,one-sided
"one-on-one
person-to-person",一対一の、一対一で,"one-on-one meeting
Teachers do not have much time for one-to-one contact with their students.",,論理,,,one-on-one
on the basis of A,,,,論理,,,on the basis of A
on a 形容詞 basis,,,,論理,,,on a 形容詞 basis
more than one,一つ以上の、複数の,I wish there were more than one party that I could vote for. 複数の政党に投票できたらいいのに,,論理,,,more than one
lower,下げる,"The company may be forced to lower prices in order to stay competitive.
The company has lowered its expectations for profits this year.",,論理,,,lower
less of,,It’s less of a problem than I expected. 予想していたより軽い問題だったね,,論理,,,less of
in half,半分に,"She cut the tomato in half and ate it with cheese. 彼女はトマトを半分に切って、チーズと一緒に食べました
Our wages will be cut in half. 私たちの給料は約半分になります
The number of students who were able to participate was cut down in half for social distancing. ソーシャルディスタンスを確保するため、参加できた学生の数は半分になりました",,論理,,,in half
from 最大級 to 最大級,〜方から順番に,Put them from largest to smallest. 大きい方から順番に置いてください,,論理,,,from 最大級 to 最大級
"fluctuate
fluctuation",変動する、上下を繰り返す,"During the crisis, oil prices fluctuated between $20 and $40 a barrel.
My mood seems to fluctuate from day to day.",,論理,,,fluctuate
elevate,,,,論理,,,elevate
divided between A and B,〜と〜にはっきり分かれている,,,論理,,,divided between A and B
deficit,赤字、不足,,,論理,,,deficit
by the 比較級 A,Aの順番に,Sort by the higher prices. 金額が高い順番にソートしてください,,論理,,,by the 比較級 A
"break down
break A down
breakdown","壊れる、理性を失う、分解できる
分解する
故障、機能停止、分解、内訳、明細、衰弱、破綻","Our car broke down and we had to push it off the road.
The data breaks down into three main categories.
Can you break down our expenses by month and by region?
Expenditure on the project breaks down as follows: salaries $10m., plant $4m., raw materials $5m.
You really need to break his talk down into smaller parts to fully get what he's talking about.
We have had many breakdowns recently in this old plant.
The breakdown of the negotiations was not unexpected.
First, let's look at a breakdown of the costs.",,論理,,,break down
bits and pieces,一部,,,論理,,,bits and pieces
at the ratio of A to B,A対Bの割合で,,,論理,,,at the ratio of A to B
as many as,〜くらい多くの、〜もの,"As many as 100 graduates competed for this position, but they only took 5 people. 100人もの新卒が、このポジションに就くために競い合ったが、5人しか採用されなかった",,論理,,,as many as
